"y","Intercept","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49"
1,1,0.131258427688173,0.372948397333771,-0.0836334982246267,-0.578861755118238,-0.38354420529157,0.073458613290929,-0.259871226011148,-0.626379656157201,-0.116674853912923,0.184824441022915,0.129335693895907,-0.217023727552398,-0.360990647829225,-0.262631601275223,-0.172109090979973,0.251666233640234,0.318901144876599,0.405221156227826,-0.16297810452162,-0.181785606738613,-0.327800389380387,-0.101729515141119,0.607212642151584,0.706842665587308,0.941270041389082,1.24642530028686,1.08493228560846,0.512792670163474,0.67662371127038,0.505338201972021,0.36059161216553,0.0680020929970671,-0.0628745527665252,-0.203544589152689,-0.377717960536089,-0.11492625775093,0.149064949547964,0.132040115470722,-0.0908535448214939,0.0078535060670955,0.612785108814618,0.278387881994873,0.317699007518692,0.359489941467282,-0.328453473160974,-0.862167287783928,-1.1431262528812,-1.34796687058896,-1.03979784148379
0,1,-1.25480979023105,-0.880369819202382,-0.600526055936279,-0.247659211983418,-0.60564948770177,0.0708042858983712,-0.00461185329709867,0.328388628133432,0.653450262262543,0.189711340510454,0.275769740883359,0.433336604247089,0.247714894606712,0.521431518195596,0.770585543455278,1.28898502138515,1.33150073735707,1.38075792704737,1.33533235193498,1.1014071285573,1.06188433210406,0.750607741335704,0.378935100623536,0.465009875889394,0.388940376533614,-0.0423992084220618,-0.469240392041604,-0.0897839555166067,0.182349795277516,0.348314977643006,0.517743034899897,0.373019128848819,0.579338310206752,0.513611446922013,0.563687405590139,0.895129735656027,1.23880308335241,1.85730216909806,2.08909671461055,2.25752563460272,2.17514503890922,1.96960229324309,1.70848715960272,1.90624345916296,1.88236125372633,1.07456225300638,1.20450781379231,1.23501040959493,0.936882241739091
1,1,-1.18501514123076,-0.959044533164185,-0.769000323917035,-0.457861049809182,-0.341355044089297,0.474727392976039,0.253289117798607,-0.0670357190744078,-0.037011538267646,0.291842682932878,0.438974446785996,0.421243132807922,0.552404114252158,0.399782555799472,0.458501432619366,0.562356407544301,-0.206584556001361,-0.122552742370918,-0.152149063027851,0.22612906256851,0.0459938919324836,0.0280515042018575,-0.470916667782147,-0.0525394831590629,0.254856106764107,0.235836233596881,-0.125880757470462,-0.124573647221091,-0.202402694469746,0.21852468818941,0.000482418353782696,-0.21826977332599,0.211250042684291,0.144753147345497,0.0201560115458931,-0.427315860863805,-0.431642963659553,-0.82753661941883,-0.891164679597784,-0.912006860794018,-0.495644072259212,-0.464606645514341,-0.428937653432127,-0.230770559575741,-0.195803329487545,-0.135208222418357,-0.106964383254965,-0.236400153280565,-0.745021637290728
0,1,1.33782794949574,1.52354700100621,1.32804922121966,1.44933444738367,1.59734287225681,1.6263402849639,2.00107781628961,1.81056017195174,1.68234325178159,1.55150337136455,1.81420179024911,1.49807067797227,1.40763767268277,1.0584619237099,1.28496749575323,1.47287771292517,1.18995749407087,0.842624642289634,0.865903271171761,0.88222519193587,0.465505235106413,0.712672329074934,0.797294815318602,0.29865632387406,-0.147676410491272,-0.0924292294512644,-0.220344891520662,-0.0506862923089225,-0.218473796873675,0.282440843786264,0.721789574354816,1.2536973614801,0.984349853214598,1.24649061402385,1.29821134987461,1.12895845788277,1.17806580769935,0.854225592329022,0.449584322583131,0.495432711010482,0.180696423984944,0.132116006070895,0.586641846475481,0.860691081550123,0.646193683418765,0.803803616569982,0.802523325728981,0.84261218253335,0.736630674895002
0,1,0.054810669519576,-0.148643650894272,-0.108919170647872,0.0204911425995226,-0.177355588595311,-0.0598421091649888,-0.345391052510298,-0.36399951036136,-0.558459887583233,-0.65015025933178,-1.30353521510217,-0.876704885014566,-1.22548253896153,-0.907744773627683,-1.02968631735523,-1.03758895099617,-1.31032631867679,-1.61979875410959,-1.26292333437434,-1.35842975988387,-1.58667454381108,-1.31863227633794,-1.63246095753382,-2.3241803919682,-1.29852441989785,-1.14308780335299,-0.382627853604009,-0.530961804680325,-0.462826582101814,-0.384122036663077,-0.0508665645791085,-0.363323094009587,-0.227576149501968,0.256057613863721,-0.12550272773019,0.193328377882683,0.614669738195495,0.590404298805775,0.261919724601772,0.908169535932155,0.45460485880819,0.680700413298928,0.375052374772796,0.218028303499951,0.193496930370338,0.214642758328765,0.414765101614477,0.149050237600399,0.0593769372549139
0,1,-0.533787900603212,-0.0885781873706827,-0.801219571046322,-0.48532994497276,-0.108296848284301,-0.247474741784836,-0.0877935851144053,0.146855509363863,-0.0251079030051283,0.172127727826172,0.495300250338883,0.347648521344044,0.193350608055685,-0.00968383889444823,-0.0715458463053845,-0.15980668797703,-0.567601756763394,-0.910629691213046,-0.93035505617099,-1.65662985570542,-1.80801249998572,-1.87943652292423,-1.82218013901146,-1.25074351460841,-1.78287854230782,-1.7314499000373,-1.88093067282759,-1.84382598126136,-1.52613243437378,-1.55871661463653,-1.53830388691183,-1.24268250360353,-1.45981232590581,-1.55597532028688,-1.16199366403103,-0.934315601288991,-1.08089085978618,-1.25162898108081,-1.04943590015306,-1.35141125931335,-0.516254599540363,-0.798310974786539,-0.964420362329854,-0.681441282367801,-0.309134255699116,0.15320511539722,-0.0638621177886521,-0.428059564934528,-0.855708636452998
1,1,2.32744055590325,2.55053227019579,2.77539626237545,2.75870820770898,2.11771834606824,2.14680796537437,1.99988384603795,2.05184040329727,1.86176895230101,1.46775194308453,1.33682547057821,1.76666864771406,2.06382513172416,2.14963653184545,2.31003940669006,2.34544666772648,2.82286129311002,2.35585277427974,2.55854943240612,2.40171003346628,2.29159527730995,2.78390325254417,2.58922447233841,2.16237903686783,2.17067364043288,1.8556536397511,1.1440445360139,0.818578563677165,0.602956704912532,0.469255412599312,0.306822857526996,-0.259435103482651,-0.27938572620836,-0.422066114991417,-0.821179750467616,-1.07884492079268,-1.33149525089769,-0.77624172352705,-0.654814593942982,-0.97153708007136,-0.943338794947521,-1.08643306133285,-0.912890140186294,-0.814478517056172,-0.664109644173604,-0.479629797072453,-0.590191183904067,-0.920557269185851,-0.56956949049222
1,1,-0.442995278722359,-0.217190444616777,-0.117545427552871,-0.0111051807393521,-0.120896936503871,0.348863105900926,-0.278799163128312,-0.686613465274828,-1.12390804193879,-1.05518013622192,-1.23058163025805,-1.26544910799892,-0.65535561695175,-0.725210355168818,-0.815385674007903,-0.501370464751325,-0.413704742225634,-0.405081393310488,0.400671244857717,0.798937064638229,0.801468097488442,1.00889441129754,0.550839989737521,0.429450408072752,-0.25840221429153,-0.400497405945423,0.140038022934752,0.491919412408145,0.792731758907255,0.319091845748651,-0.305376962627901,-0.00224581080698164,-0.110836971439377,-0.0442992263153509,-0.48351615859683,0.077820373267969,-0.518162127328769,-0.256280711296714,-0.540298541098068,-0.739662087295152,-0.580328470773936,-1.08898448447778,-0.864394757232711,-0.457957162290455,-0.849420993365271,-0.901056598622564,-1.39425941631774,-1.83397114724375,-2.28800404675295
0,1,0.205930916875256,0.252373043737727,0.620531121665529,0.466753508891236,0.160343160415116,0.267792324530553,0.909535874423836,0.979734813881286,1.14230404843642,1.01765911800221,1.08453567902741,1.28244691381539,1.15929885949609,1.01310654643954,1.10458505106559,1.22673615309658,1.57487603221623,1.37610637646352,1.07713359709745,1.261144103064,1.18912369633128,1.09272120033515,1.08450669531905,1.19135007326794,1.32857604276342,0.829715754686346,0.535782014671128,0.502248690792311,0.686013525784629,0.675674538372775,0.648262684125059,0.702927499456444,0.965470256625335,1.13547262158044,0.939607050540288,1.61606300674242,1.56714545183614,1.56781898339654,1.78482619408595,1.83949490613813,1.5084237875836,1.64315963657686,1.39910999145764,1.50687291984761,1.62262367242939,1.85485280754889,2.18059962484151,1.99823679609001,1.77501613272176
1,1,1.01804508150088,0.393649858847277,0.257053508994749,0.0378171350092922,-0.232815711887938,-0.855466146377558,-0.68379949520145,-0.625740398439036,-1.02927254991564,-0.917280190559297,-0.911215673378207,-0.947725808640305,-0.971144331358379,-0.49097558386618,-0.555242368266851,-0.764087965035368,-0.819101871745842,-1.10832547946122,-0.565116076289468,-0.176959867947922,-0.319386768537266,-0.695128793813018,-0.642998966447233,-0.330538782748028,-0.797171151301806,-0.660115072176179,-0.890421396545048,-0.359044782669135,-0.542371272518636,-0.720726553704473,0.0340506362752254,0.316870531572417,0.606812561454853,0.0178349225365548,0.1673393807763,-0.582416641671581,-0.501215804812395,-0.431369353558095,-0.726401938353453,-0.571714521324179,0.0268798075773621,-0.320112509261411,-0.518760715934299,-1.00645322703395,-0.669640811159582,-0.5098450976295,-0.840399288700809,-1.15047276379626,-1.49681941030263
